Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Trendalytics Innovation Labs,"Trendalytics Innovation Labs is a product intelligence engine that surfaces what consumers want today and tomorrow. They empower retailers to drive forward-looking decisions by aggregating and demystifying predictive data. The company's proprietary machine learning and image recognition technology superpowers clients with a 360° lens on consumer demand and market supply inflection points by classifying and translating data across social influencer buzz, online product searches, consumer shopping patterns, and SKU data into actionable merchandise insights.  Trendalytics predicts future trends by analyzing millions of data points across search, social media, and e-commerce, grouping them in statistically significant ways, and then extrapolating out the trend curve. They combine the consumer demand signals of search, social, and e-commerce to provide trend predictability that takes the guesswork out of buying and assortment decisions. Trendalytics Innovation Labs was founded in 2013 and is headquartered in New York, NY, USA.",2013,3740000.0,6,2019-12-23,700000.0,New York,New York,United States,Montage Ventures|SeedInvest|(ERA) Entrepreneurs Roundtable Accelerator|Runway Venture Partners|Grace Beauty Capital,Karen Moon|Kevin He,30,"""Predictive Analytics for Retail Consumer Insights""",http://www.trendalytics.co/,https://www.linkedin.com/company/trendalytics-innovation-labs,2.1,17.9,4.2,25,growth,0.85,4.5,4.0,2.1,4.0
Tachyus,"Tachyus develops a technology platform to optimize energy production for the oil and gas industry. Its platform provides prescriptive and predictive analytics, descriptive analytics, integration, and measurement features.  Tachyus offers solutions for production optimization in cyclic steaming, steam-flooding, CO2-flooding, water-flooding, pump optimization, workover prioritization, and shale fracking. It production responses to stimulation, relationships between completion design and initial production, and optimal injection rates through its platform enables users to predict mechanical equipment failure.  Tachyus serves through iOS applications. Dakin Sloss, Francisco Leport, and Paul Orland founded Software Revolution in 2013 that became Tachyus in April 2013. It has its headquarters in San Mateo in California.",2013,39328000.0,6,2019-05-20,15000000.0,San Mateo,California,United States,Founders Fund|Slow Ventures|Caffeinated Capital|Cota Capital|Struck Capital,Dakin Sloss|Francisco Leport|Joel Moxley|Michael Lefenfeld|Pallav Sarma|Paul Orland,30,"""Oil and Gas Production Optimization Analytics Platform""",http://www.tachyus.com/,https://www.linkedin.com/company/tachyus/,3.5,12.0,4.0,25,unknown,0.85,4.3,3.8,1.8,3.8
System1,"We use our best-in-class technology platform and marketing capabilities to build and grow brands and businesses in three areas: Publishing, Search and Applications & Services.",2013,920000000.0,3,2022-01-28,400000000.0,Venice,California,United States,The Raine Group|Cannae Holdings|BofA Securities|Court Square Capital Partners,Chuck Ursini|John Fries|Michael Blend,175,"""Digital Marketing and Analytics Solutions Platform""",http://system1.com/,https://www.linkedin.com/company/system1co,14.4,12.0,4.0,25,unknown,0.85,4.5,4.0,2.1,4.0
Synup,"Synup's automated platform managed facts about businesses at scale. The company's technology powers the data layer for popular services including Google Search, Apple's Siri, Microsoft's Cortana, Here Maps, Facebook, Whatsapp and Amazon Alexa.",2013,6500000.0,2,2017-09-24,6000000.0,New York,New York,United States,Vertex Ventures|Prime Venture Partners|Vertex Ventures Southeast Asia & India,Ashwin Ramesh,175,"""AI-Driven Business Information Management Solutions""",http://www.synup.com/,https://www.linkedin.com/company/9322483/,0.42,53.65,3.8,25,growth,0.85,4.2,3.7,0.15,3.9
NarrativeDx,"NarrativeDx is an AI platform that provides root-cause analysis and tells clinicians exactly what to do. They help hospital leaders and care providers hear the voice of their patients with AI. The natural language processing and machine learning provides actionable insights from patient comments to improve their institution's patient experience, drive patient referrals, increase hospital revenue, and boost hospital reputations.  NarrativeDx's cloud-based, HIPAA-compliant, healthcare-specific AI platform uses Natural Language Processing and Machine Learning to collect, analyze, and visualizes unstructured patient feedback from internal and external sources (CAHPS Surveys, grievance letters, social review sites, etc.). Their beautiful, intuitive dashboards automatically highlight key areas for improvement (staff, doctors, units, facilities, etc.) and provide specific recommendations to improve the patient experience.  NarrativeDx was co-founded by Kyle Robertson and Senem Guney in 2014 and is based in Austin, Texas.",2013,6713000.0,9,2019-02-20,3000000.0,Austin,Texas,United States,Techstars|Floodgate|Capital Factory|Cultivation Capital|HealthX Ventures,Kyle Robertson|Senem Guney,30,"""AI-Driven Patient Experience Analytics Platform""",http://www.narrativedx.com/,https://www.linkedin.com/company/narrativedx,0.15,30.0,2.5,10,unknown,0.85,2.8,2.2,0.1,2.7
Truly,"Truly helps you build AI-Enabled bots that eliminate complex repetitive tasks for reps/managers, reduce manual errors and improve CRM data quality.",2013,9400000.0,3,2019-04-05,8000000.0,San Francisco,California,United States,Index Ventures|LocalGlobe|Greylock|Eniac Ventures|boldstart ventures,Erol Toker,30,"""AI-Driven Sales Automation and CRM Optimization""",http://truly.co/,https://www.linkedin.com/company/trulyco,20.4,13.7,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Markforged,"Markforged transforms manufacturing with 3D metal and continuous carbon fiber printers capable of producing parts tough enough for the factory floor. The Markforged Digital Forge brings the power and speed of agile software development to industrial manufacturing, combining hardware, software, and materials to eliminate the barriers between design and functional part. Engineers, designers, and manufacturing professionals all over the world rely on Markforged metal and composite printers for tooling, fixtures, functional prototyping, and high-value end-use production.",2013,346800000.0,7,2021-07-15,210000000.0,Watertown,Massachusetts,United States,BlackRock|Wellington Management|Summit Partners|Matrix|Trinity Ventures,David Benhaim|Gregory Mark,375,"""Industrial 3D Printing Solutions for Advanced Manufacturing""",http://markforged.com/,http://www.linkedin.com/company/markforged,2.2,28.6,3.8,25,growth,0.85,4.5,4.0,0.3,3.9
Orion Labs,"Orion Labs is the voice-first communication platform for deskless & frontline teams. It delivers instant and secure voice, location, and data messaging across a constellation of connected devices, applications, and AI-powered services. This combination enables mobile teams to collaborate without losing focus, on any device, across any distance, without boundaries. The Orion platform includes the Orion Push to Talk app along with Orion Sync and Onyx wearables. These work with Orion’s web-based command center, advanced location services, language translation, voice bots, and workflows. Orion interoperates with traditional VoIP and Land Mobile Radio (LMR) systems, and Orion’s APIs and SDKs enable developers to build on and extend the Orion platform. The company was founded by cloud infrastructure pioneers Jesse Robbins and Greg Albrecht, who were inspired by their unique experiences using traditional radios as first responders. Orion is backed by leading investors and is based in San Francisco, California. Orion was recently named an IDC Innovator, received an Edison Award for Voice Technology, and won the 2018 “IoT Wearables Innovation Vendor of the Year” and “AI Breakthrough Best Overall Bot Solution” awards.",2013,63000000.0,6,2020-03-31,29000000.0,San Francisco,California,United States,The Argentum Group|Ridge Ventures|Celesta Capital|Fuel Capital|Avalon Ventures,Greg Albrecht|Jesse Robbins,5,"""Voice-First Communication Solutions for Deskless Teams""",https://www.orionlabs.io/,https://www.linkedin.com/company/orionlabsinc,0.5,20.0,2.5,10,unknown,0.85,3.0,2.5,0.1,2.8
LevaData,"LevaData develops a supply management platform that helps mitigate risks, reduce costs, and accelerate new product development. LevaData’s Cognitive Sourcing platform combines market intelligence and enterprise data with artificial intelligence to identify opportunities and risks for enterprise sourcing teams. LevaData delivers improved margins, control risk, generate new product velocity, and achieve multi-tier supplier engagement with purpose-built tools for quick collaboration and decisive actions.",2013,65500000.0,4,2021-09-13,47000000.0,Pleasanton,California,United States,Tola Capital|Banneker Partners,Keith Hartley|Rajesh Kalidindi,75,"""AI-Driven Supply Chain Risk Management Solutions""",https://www.levadata.com/,https://www.linkedin.com/company/levadata-inc,0.3,20.0,2.5,10,unknown,0.85,2.8,2.0,0.15,2.7
Sensel,"Sensel is developing the next generation of input devices. With their multi-touch, pressure-sensitive technology, they seek to outperform existing industry-standard touch solutions inaccuracy, latency, and power, while offering an extra dimension of control in the form of force sensitivity. In addition to making traditional modes of user interaction more expressive and intuitive, their technology enables a wide range of new and exciting applications. Ilya Rosenberg and Aaron Zarraga founded Sensel to bring true human touch into computing with the PressureGrid technology. Growing from the two of them to over forty team-members, thousands of customers, and several large-scale enterprise clients, Sensel is working hard to rapidly redefine computer interaction to include pressure sensitivity, multi-touch, and meet the environmental challenges of ubiquitous computing. Sensel’s Pressure Grid is a high-resolution sensor array combined with an efficient drive scheme to capture a rich force image. The company was founded on December 2, 2013, and is based in Sunnyvale, California.",2013,56799989.0,5,2022-01-05,18800000.0,Sunnyvale,California,United States,Lenovo|SV Tech Ventures|Ride Home Fund|Susquehanna International Group|Tuesday Capital,Aaron Zarraga|Ilya Rosenberg,30,"""Pressure-Sensitive Multi-Touch Input Device Technology""",http://www.sensel.com/,https://www.linkedin.com/company/sensel,3.5,12.5,3.8,20,unknown,0.85,4.0,3.8,0.8,3.5
TacSense,"TacSense develops pressure sensing technology. Tingrui Pan founded it in 2016, with its headquarters in Woodland in California.",2013,20460000.0,3,2022-02-24,15800000.0,Woodland,California,United States,National Science Foundation|Xiaomi|Lenovo Capital and Incubator Group (LCIG)|Cowin Capital|Ferry Venture Capital,Tingrui Pan,5,"""Pressure Sensing Technology for Augmented Reality Applications""",http://www.tacsense.com/,https://www.linkedin.com/company/tacsense,6.53,6.2,3.5,25,unknown,0.85,4.0,3.8,0.5,3.8
Fyusion,"Fyusion is a 3D computer vision and machine learning company that develops products that make images as intelligent as they are beautiful. These immersive, interactive photorealistic 3D images viewable on any mobile, desktop, VR, or Augmented Reality device are captured using only a smartphone or any other camera. Its commercial focus is on iOS and Android capture for automotive and eCommerce imaging at scale. It was founded in 2013 and is headquartered in San Francisco, California.",2013,71350000.0,5,2019-05-23,3000000.0,San Francisco,California,United States,New Enterprise Associates|NTT DOCOMO Ventures|UTEC - The University of Tokyo Edge Capital Partners|Colopl Next|Presence Capital,Pantelis Kalogiros|Radu B. Rusu|Stefan Holzer,175,"""3D Computer Vision for E-Commerce and Automotive""",http://fyusion.com/,http://www.linkedin.com/company/fyusion-inc,1.2,12.0,3.8,20,unknown,0.85,4.0,3.7,0.5,3.5
Innowatts,"Innowatts is a data analytics and energy transition leader who uses energy usage data, insights and best-in-class machine learning to help energy retailers and utilities from around the world manage their grids, profitability, customer relationships and sustainability goals in a digitalizing, decarbonizing, and electrifying world. To date, the Innowatts eUtility™ technology platform has leveraged data from more than 34 million meters to help energy providers ensure grid reliability, anticipate trends, secure profitability, and promote sustainability — advancing and creating a more personalized energy experience for their customers. For more information, please visit www.innowatts.com.",2013,24250000.0,3,2023-09-12,50000.0,Houston,Texas,United States,Iberdrola|Energy Impact Partners|US Department of Energy|Energy & Environment Investment|Veronorte,Akhlak Ahmed|Siddhartha Sachdeva|Sudaksha Sachdeva,75,"""Energy Analytics and Machine Learning Solutions""",http://www.innowatts.com/,http://www.linkedin.com/company/innowatts-energy,1.2,15.0,3.8,20,unknown,0.85,4.0,3.5,0.5,3.5
