Name,Description,founded year,total funding amount (in usd),number of funding rounds,last funding date,last funding amount (in usd),city,region,country,investor names,founder names,number of employees,sector,website,linkedin url,market_size_billion,cagr_percent,timing_score,competitor_count,market_stage,confidence_score_market,us_sentiment,sea_sentiment,total_funding_billion,momentum_score
Boostinsider,"Boostinsider is the influencer marketing intelligence platform that reveals influencers’ full cycle insights on Youtube, Instagram, Facebook, Tumblr, and Twitter. To efficiently improve influencer marketing performance, Boostinsider has created data-driven solutions of over 350K of the most engaged influencers on social media. Boostinsider created a series of the world’s first AI-based influencer marketing tools including: SocialBook, the influencer search engine that helps marketers to best identify the right influencer for their brands. It provides real-time influencer channel insights, influencer market value, and audience insights at scale.This search engine works together with the Campaign Management Platform to track and manage the entire influencer campaign cycle.  Social Adwords is an automatic campaign management platform for CPC performance-based campaigns, which leverages influencers on link-friendly platforms like Twitter, Facebook, and Tumblr. BoostSDK encourages performance-based campaigns by making the revenue share model easy for influencers and mobile apps/game developers. Boostinsider, established in 2014, headquartered in Silicon Valley and has offices in Beijing, Chengdu, and Shenzhen. Boostinsider has worked with over 300 brands, including Machine Zone, Cheetah Mobile, EA, Alibaba, IGG, and FitTea.",2014,3300000.0,2,2017-08-06,1800000.0,Burlingame,California,United States,Kyline Fortune,Chen Wang|Heidi Yu,30,"""AI-Driven Influencer Marketing Analytics Platform""",http://www.boostinsider.com/,https://www.linkedin.com/company/boostinsider-com,1.4,20.0,3.5,10,growth,0.85,4.0,3.5,0.1,3.0
ObEN,"ObEN is an artificial intelligence (AI) company that is building a decentralized AI platform for intelligent avatars, enabling never before possible social and virtual interactions. The company’s technology allows users to create intelligent 3D avatars that look, sound, and behave like them. Deployed on the blockchain, ObEN’s Personal AI (PAI) technology enables users to create, use, and manage their own PAI on a secure, decentralized platform. Founded in 2014, ObEN is a Tencent, Softbank Ventures Korea and HTC Vive X portfolio company and is located at Idealab in Pasadena, California. To learn more about ObEN, please visit oben.com.",2014,23700000.0,6,2018-01-09,10000000.0,Pasadena,California,United States,Tencent|SBVA|Idealab|VIVE X|NewDo Venture,Adam Zheng|Nikhil Jain,30,"""Decentralized AI Avatars for Virtual Interactions""",https://oben.me/,https://www.linkedin.com/company/obenai,0.1,20.0,2.5,5,unknown,0.85,3.5,3.0,0.05,2.5
Mednition,"Mednition offers a machine learning-powered decision support solution for hospitals. It provides real-time analytics solutions to the Health Care community and brings together health care information and machine learning to improve patient outcomes, lower risk, and reduce costs for health care providers.The company is dedicated to helping clinical and hospital operations leaders quickly and clearly see the impact of care decisions on individuals and populations and nd across healthcare systems. Mednition was founded in 2014 and is headquartered in Burlingame, California.",2014,10000000.0,1,2019-09-25,10000000.0,Burlingame,California,United States,Concord Health Partners|Wildcat Capital Management,Christian Reilly|Steven Reilly,30,"""Machine Learning Healthcare Decision Support Solutions""",https://mednition.com/,https://www.linkedin.com/company/mednition,1.6,12.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Tupl,"Tupl automates the most critical and complex tasks within network operations and engineering. We have gone beyond Big Data insights and built the world’s first use cases with complex automation all the way to closed loop level. Our live deployments in Tier 1 telecom operators are showing 100x improvement in resolution speeds, 90% level of automation, 4x improvement in accuracy, with 100% consistency.  The Tupl approach is unique; operators provide their most pressing manual work problems, and Tupl automates those processes. Use cases range from customer care to network optimization, automated alarm handling, even to construction management and prediction. Tupl is the leader in operations automation by AI. We are headquartered in the United States, with presence in Spain, Mexico and Japan, and looking to further expand our global footprint.",2014,5515000.0,3,2017-08-01,3115000.0,Bellevue,Washington,United States,,Pablo Tapia,30,"""AI-Driven Telecommunications Operations Automation Solutions""",http://www.tupl.com/,https://www.linkedin.com/company/tupl-inc-,0.2357,46.8,3.5,10,growth,0.85,4.0,4.0,0.5,3.5
Fathom Radiant,Fathom Radiant is a developer of computer technology used to build hardware for AI development. Its technology combines the complementary strengths of optics and electronics and has developed a interconnect fabric that offers a flexible machine with the network capacity of a supercomputer and unprecedented scalability that enable businesses to accelerate deep learning by providing quality-performance machines learning computers. The company's computer hardware is used to train neural networks at the human brain scale and beyond.,2014,1463966.0,2,2023-04-12,1463966.0,Boulder,Colorado,United States,Open Field Capital,Michael Andregg|William Andregg,30,"""AI Hardware for Neural Network Training Solutions""",https://fathomradiant.co/,https://www.linkedin.com/company/fathom-radiant/,0.5,20.0,3.0,10,growth,0.85,3.5,3.0,0.5,3.5
FuseBase,"FuseBase is an AI-powered workspace platform built to modernize collaboration, automation, and knowledge management for mid-market and high-growth organizations. Recognized as Product of the Year by Product Hunt in the team collaboration category and the #1 product of the day, week, and month in December 2023, FuseBase is redefining how teams work together—inside and outside the organization—using customizable AI copilots. The platform delivers secure, branded workspaces for both internal teams and external partners or clients. FuseBase’s AI agents automate repetitive tasks such as onboarding, document management, workflow automation, and information sharing—enabling companies to centralize projects, streamline communication, and access actionable analytics in one unified platform. FuseBase helps organizations reduce manual workload, eliminate tool sprawl, and foster more productive relationships—freeing teams to focus on strategic goals, business growth, and building stronger connections with clients and stakeholders. Designed for companies looking to scale efficiently, deliver superior digital experiences, and future-proof operations with AI-driven automation.",2014,1700000.0,2,2024-08-14,700000.0,Cleveland,Ohio,United States,AltaIR Capital|Yellow Rocks!|I2BF Global Ventures|Smart Partnership Capital.|Hive Hatch,Pavel Sher,30,"""AI-Driven Collaboration and Workflow Automation Platform""",https://thefusebase.com/,https://www.linkedin.com/company/nimbus-web-inc,2.5,20.0,3.8,20,growth,0.85,4.2,3.5,0.8,3.7
Fathom AI,"BioMetrix is an insight driven training and rehabilitation solution which utilizes a patented skin-adhered wearable device to quantify rehabilitation progress, assess injury risk, and provide real-time feedback to reduce player injury on the field. In other words, BioMetrix is an easy-to-use solution which keeps teams healthier longer.",2014,3010001.0,4,2018-05-16,,Durham,North Carolina,United States,Precursor Ventures|The Helm|Revolution’s Rise of the Rest Seed Fund|Revolution|Duke Angel Network,Gabrielle Levac|Ivonna Dumanyan,30,"""Wearable Health Tech for Injury Prevention and Rehabilitation""",http://www.fathomai.com/,https://www.linkedin.com/company/biometrix-tech-llc,1.5,20.0,3.5,25,growth,0.85,4.5,3.5,0.5,3.8
Docbot,"Docbot is an artificial intelligence technology company focusing on gastrointestinal (GI) diseases. Docbot’s products are built on the UltivisionAI software platform for real-time image analysis, automated reporting, and analytic tools to improve patient care and clinical workflows.  Docbot's mission is to provide the most powerful AI-assisted image analysis solutions to revolutionize GI care.",2014,4225000.0,6,2021-05-24,4000000.0,Irvine,California,United States,National Science Foundation|Khosla Ventures|Y Combinator|Kleiner Perkins|Incisive Ventures,Andrew Ninh|Jason Samarasena|Tyler Dao|William Karnes,5,"""AI-Driven Gastrointestinal Disease Diagnostic Solutions""",http://www.docbot.ai/,https://www.linkedin.com/company/docbot-ai,3.2,15.0,3.8,18,unknown,0.85,4.2,3.7,0.6,3.5
Tourmo,"Tourmo is a company specializing in the development of cutting-edge software that will collect telematics data through the use of a smart phone. Established in 2014 in San Diego, California, Tourmaline Labs has a team of world-class programmers, and aims to become a leader in providing solutions for mobile phone manufacturers, carriers and app development companies in the U.S. and Europe. The company holds two U.S. patents, which are related to telematics and drive-data collection using a mobile device.",2014,8000000.0,6,2025-04-16,,San Diego,California,United States,Decathlon Capital Partners|Tech Coast Angels|SeedFolio|ClearVision Equity|Bridge Bank,Adriaan Ligtenberg|Lukas Kuhn|Sven Beerweiler,30,"""Mobile Telematics Data Collection Software Solutions""",https://www.tourmalinelabs.com/,https://www.linkedin.com/company/5404051?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1429530458715%2Ctas%3A%20Tourmaline%20Labs,11.2,12.0,4.2,25,unknown,0.85,4.5,4.0,2.1,4.0
Ariel Precision Medicine,"Ariel Precision Medicine is a healthcare company that creates innovative solutions to simplify the personalized treatment of complex disease. It offers clinical decision support tools for the emergency department and the clinic. The company was founded in 2015 and headquartered in Pennsylvania, United States.",2014,2710000.0,7,2023-06-14,,Pittsburgh,Pennsylvania,United States,Innovation Works|Creative Destruction Lab (CDL)|Pittsburgh Life Sciences Greenhouse|The Robotics Hub|Coal Hill Ventures,David Whitcomb|Jessica M. Gibson,5,"""Precision Medicine Clinical Decision Support Solutions""",https://www.arielmedicine.com/,https://www.linkedin.com/company/ariel-precision-medicine/,1.2,15.0,3.5,25,unknown,0.85,4.0,3.5,0.5,3.8
dotin,"dotin.us is a team of passionate technologists from Silicon Valley who are dedicated to understanding the art of decisions made by the subconscious mind to yield powerful business outcomes. We do this using the science of psychological, structured/unstructured social or enterprise data and machine learning to tap into the subconscious mind of humans. This enables us to capture the true digital personality fingerprint of every user. After all 95% of decisions are made by the subconscious mind.",2014,2280000.0,6,2020-01-01,1080000.0,Fremont,California,United States,Arka Venture Labs|Bishop Ranch Intelligence Innovation Accelerator|Amar Chokhawala|Radhesh Kanumury|Net One Systems,Dr. Roman Samarev|Ganesh Iyer|Ganesh Iyer,30,"""AI-Driven Subconscious Decision-Making Analytics Platform""",http://dotin.us/,https://www.linkedin.com/company/dotin-llc/,0.5,20.0,3.0,10,growth,0.85,3.5,3.0,0.5,3.5
